username,full_text,clean_text,dominant_topic,topic_label,topic_prob,prob_topik_0,prob_topik_1,prob_topik_2,prob_topik_3,prob_topik_4,prob_topik_5
JNECare,@dakusum @tokopedia @TokopediaCare Hai kak. Mohon maaf atas ketidaknyamanan yg kakak alami. Informasi lebih lanjut akan kami respon via DM ya kak. Thanks ^Ovi,hai kakak _m_o_h_o_n_ _m_a_a_f_ atas ketidaknyamanan yang kakak alami informasi lebih lanjut akan kami respon _v_i_a_ _d_m_ ya kakak _t_e_r_i_m_a_ _k_a_s_i_h_ ovi,1,Protokol Standar Customer Service,0.960144713008314,0.007973473152961461,0.960144713008314,0.007976854180848996,0.007958756971105138,0.007949023441365924,0.007997179245404582
JNECare,"@RHShinobi @JNE_ID @TokopediaCare Hai kak Rizky, mohon maaf sudah membuat kakak tidak nyaman. Saat ini bisa diinfokan no resinya via DM agar admin cek dan tindaklanjuti paketnya ya kak :) Thanks ^Lina",hai kakak rizky _m_o_h_o_n_ _m_a_a_f_ sudah membuat kakak tidak_nyaman saat ini bisa diinfokan nomor _n_o_m_o_r_ _r_e_s_i_ _v_i_a_ _d_m_ agar admin cek dan tindaklanjuti paketnya ya kakak _t_e_r_i_m_a_ _k_a_s_i_h_ lina,1,Protokol Standar Customer Service,0.7958742278000385,0.006212979990674839,0.7958742278000385,0.006223229096955592,0.0062038002236341995,0.0688115452019806,0.11667421768671626
mandiricare,"@luvbunnystarr @TokopediaCare @luvbunnystarr Halo Sahabat @luvbunnystarr, mohon maaf atas ketidaknyamanannya. Untuk perihal tsb sudah kami balas melalui DM ya. Mohon segera melakukan pengecekan. 
 
Sahabat @luvbunnystarr, mohon dapat menjaga kerahasiaan data perbankannya. Untuk kemudahan transaksi, gunakan",halo sahabat _m_o_h_o_n_ _m_a_a_f_ _a_t_a_s_ _k_e_t_i_d_a_k_n_y_a_m_a_n_a_n_n_y_a_ untuk perihal tersebut sudah kami balas _m_e_l_a_l_u_i_ _d_m_ ya mohon segera melakukan pengecekan sahabat mohon dapat menjaga kerahasiaan data perbankannya untuk kemudahan transaksi gunakan,1,Protokol Standar Customer Service,0.6748707324551312,0.24028767138094834,0.6748707324551312,0.06556765444337177,0.006414557737774049,0.006421424139990383,0.006437959842784225
tokopedia,"@donnyi248 Hai kak, jika terjadi kendala kamu bisa ke live chat di apps Tokopedia atau kirim invoice nya dan jangan lupa tag @tokopediacare ya kak",hai kakak jika terjadi kendala kamu bisa ke _l_i_v_e_ _c_h_a_t_ di apps tokopedia atau kirim invoice nya dan jangan_lupa tag ya kakak,2,Pengecekan via Direct Message,0.8967883978016935,0.008363846955068742,0.00835788888925374,0.8967883978016935,0.06973679938445694,0.008353749663700179,0.00839931730582708
tokopedia,"@donnyi248 @8sthetichao @wonukades Hai kak, jika terjadi kendala kamu bisa ke live chat di apps Tokopedia atau kirim invoice nya dan jangan lupa tag @tokopediacare ya kak",hai kakak jika terjadi kendala kamu bisa ke _l_i_v_e_ _c_h_a_t_ di apps tokopedia atau kirim invoice nya dan jangan_lupa tag ya kakak,2,Pengecekan via Direct Message,0.8967883978016935,0.008363846955068742,0.00835788888925374,0.8967883978016935,0.06973679938445694,0.008353749663700179,0.00839931730582708
tokopedia,"@shebeaja @8sthetichao @wonukades Hi kak, coba untuk cek secara berkala atau kamu bisa kirim invoice nya dan jangan lupa tag @TokopediaCare ya kak",hi kakak coba untuk _c_e_k_ _s_e_c_a_r_a_ _b_e_r_k_a_l_a_ atau kamu bisa kirim invoice nya dan jangan_lupa tag ya kakak,2,Pengecekan via Direct Message,0.7921031146566705,0.009850144879967845,0.009872521692159736,0.7921031146566705,0.07417748071858735,0.00981929188054004,0.10417744617207453
tokopedia,"@oeDartaP Hai kak, jika ada kendala kamu bisa ke live chat di apps Tokopedia atau kirim nomor invoice nya dikomen ini dan jangan lupa mention @tokopediacare ya kak",hai kakak jika ada kendala kamu bisa ke _l_i_v_e_ _c_h_a_t_ di apps tokopedia atau _k_i_r_i_m_ _n_o_m_o_r_ _i_n_v_o_i_c_e_ nya dikomen ini dan jangan_lupa mention ya kakak,2,Pengecekan via Direct Message,0.8562104164593244,0.1157317657863753,0.0069665399379028855,0.8562104164593244,0.0069929526828838556,0.007104324153492419,0.006994000980021351
WahyuRmdhnsz,"@Ducking_puck @TokopediaCare @tokopedia @gojekindonesia percuma juga udh komplen beberapa kali ke gopay via email via aplikasi via telpon, dan nyoba juga ke tokopedia tpi tetep ga dibantu sma sekali,,akhirnya aku bayar ka

 @TokopediaCare @gopayindonesia berbenah minn",percuma juga sudah keluhan beberapa kali ke gopay via email via aplikasi via telpon dan mencoba juga ke tokopedia tapi tetap tidak_dibantu sma sekali akhirnya aku bayar kakak berbenah minn,4,Keluhan Status Pelacakan,0.43950236900968603,0.008489727061946555,0.008396998825309681,0.008417219386904111,0.40730175320846945,0.43950236900968603,0.1278919325076841
andayani_lolita,@tokopedia Hoax permainan admin Krn dipili lsg yg dikatakan publikpinter @tokopedia malas da belanja diTokped asyik di @ShopeeID para bunda Jkt apartemen sdh byk unfollow bc aje ulasan googleplay buruk smu sharusnya sistemacak promo Untungberkah berthn ngikutin HOAX @TokopediaCare share bu https://t.co/MNwwIYJ56e,hoax permainan admin karena dipili langsung yang dikatakan publikpinter malas da belanja ditokped asyik di para bunda jkt apartemen sudah banyak unfollow bc aje ulasan googleplay buruk smu sharusnya sistemacak promo untungberkah berthn ngikutin hoax share bu,3,Durasi Pengiriman Barang,0.9161262400737656,0.01680010331024709,0.016774353558502993,0.016791778326884284,0.9161262400737656,0.016802345362871385,0.01670517936772862
JNECare,@MediaKonsumenID @TokopediaCare Hai kak. Mohon maaf udah buat kakak nunggu lama. Kejelasan paket sudah adm sampaikan via DM. Dicek yuk kak :) Thanks ^Kiki,hai kakak _m_o_h_o_n_ _m_a_a_f_ sudah buat kakak nunggu lama kejelasan paket sudah adm sampaikan _v_i_a_ _d_m_ dicek yuk kakak _t_e_r_i_m_a_ _k_a_s_i_h_ kiki,1,Protokol Standar Customer Service,0.8900397564431313,0.00836708839292575,0.8900397564431313,0.008354181450186782,0.008372669723335288,0.07644916262538062,0.008417141365040383
danawallet,"@ddindindina @TokopediaCare @tokopedia @ddindindina  Jika nanti dh dpt no laporan, infoin juga via Dm agar dpt Kami bantu lakukan pengecekan. Mhn tetap berhati2 dan jgn infoin data pribadi ke siapapun ya. Thx -JN-(2)",jika nanti dh dapat nomor laporan informasikan juga _v_i_a_ _d_m_ agar dapat kami bantu lakukan pengecekan mohon tetap berhati2 dan jangan_informasikan data pribadi ke siapapun ya _t_e_r_i_m_a_ _k_a_s_i_h_ jn 2,1,Protokol Standar Customer Service,0.5432838904887098,0.13781959550465567,0.5432838904887098,0.007289623546399883,0.007339190277525979,0.11773354026122741,0.1865341599214813
danawallet,"@ddindindina @TokopediaCare @tokopedia @ddindindina Hi Kak, kami paham apa yg Kakak rasakan. Sbg info, DANA terjamin aman karena memiliki fitur2 keamanan seperti DANA Viz &amp; Passkey utk perlindungan akun. Jika mengalami transaksi tdk dikenal, yuk hub DIANA dr menu ""Aktivitas"" lalu pilih transaksi yg dikeluhkan. (1)",hi kakak kami paham apa yang kakak rasakan sbg info dana terjamin aman karena memiliki fitur2 keamanan seperti dana viz amp passkey untuk perlindungan akun jika mengalami transaksi tidak_dikenal yuk hub diana dari menu aktivitas lalu pilih transaksi yang dikeluhkan 1,0,Operasional Kurir dan Transaksi Pengiriman,0.6111873774276275,0.6111873774276275,0.26282551364827084,0.007623904546587757,0.10306023732782835,0.007623143639154331,0.0076798234105312614
WonyongSquad,@Lysndraaaa @helooo0123 @tokopedia @TokopediaCare @ecommurz Lu komen kek orang tolol ya anjing. Org lgi kesusahan..,kamu komen kek orang tolol ya anjing orang lgi kesusahan,3,Durasi Pengiriman Barang,0.5392531334919674,0.03333335909381124,0.03352462381156494,0.3267896587210231,0.5392531334919674,0.03338104799036818,0.033718176891265085
JNECare,"@Pujarahim_ @lionparcel_ @TokopediaCare @tokopedia Hai kak Puja. Utk info paketnya sdh disampaikan via DM, mohon dicek ya.🙏Thx ^Rio",hai kakak puja untuk info paketnya sudah disampaikan _v_i_a_ _d_m_ mohon dicek ya _t_e_r_i_m_a_ _k_a_s_i_h_ rio,1,Protokol Standar Customer Service,0.944324460240955,0.01112233602739694,0.944324460240955,0.011146540992184213,0.011124508677494198,0.011134889010244862,0.011147265051724928
JNECare,@BoeeMorang @Pauner71 @bocilsungjin @TokopediaCare @JNE_ID @tokopedia Hai kak. Mohon maaf atas ketidaknyamanannya. Perihal informasi paketnya sudah disampaikan via DM ya :) Thanks ^Rehan,hai kakak _m_o_h_o_n_ _m_a_a_f_ _a_t_a_s_ _k_e_t_i_d_a_k_n_y_a_m_a_n_a_n_n_y_a_ perihal informasi paketnya sudah disampaikan _v_i_a_ _d_m_ ya _t_e_r_i_m_a_ _k_a_s_i_h_ rehan,1,Protokol Standar Customer Service,0.9509022427174249,0.0098107531784199,0.9509022427174249,0.009825251043930219,0.009813231255561118,0.009818891156935818,0.0098296306477281
BoeeMorang,"@Pauner71 @JNECare @bocilsungjin @TokopediaCare @JNE_ID @tokopedia kurir JNE tidak pernah follow up via w.a, pokoke klo kirim yg urgent2 via JNE bakal ancor dah",kurir jne tidak_pernah _f_o_l_l_o_w_ _u_p_ via w a pokoke kalau kirim yang urgent2 via jne bakal ancor sudah,0,Operasional Kurir dan Transaksi Pengiriman,0.3534331563284881,0.3534331563284881,0.012839841793735082,0.012825365575429404,0.2781470525097273,0.32991384011109365,0.012840743681526446
JNECare,"@BoeeMorang @bocilsungjin @TokopediaCare @JNE_ID @tokopedia Hai kak. Mohon maaf atas ketidaknyamanannya. Jika ada paket yang belum diterima, mohon infokan no resinya via DM ya agar kami cek dahulu :) Thanks ^Rehan",hai kakak _m_o_h_o_n_ _m_a_a_f_ _a_t_a_s_ _k_e_t_i_d_a_k_n_y_a_m_a_n_a_n_n_y_a_ jika ada paket yang belum_diterima mohon infokan nomor _n_o_m_o_r_ _r_e_s_i_ _v_i_a_ _d_m_ ya agar kami cek dahulu _t_e_r_i_m_a_ _k_a_s_i_h_ rehan,1,Protokol Standar Customer Service,0.8614195357379606,0.006450276310261368,0.8614195357379606,0.05906346550724756,0.006479355277899443,0.06014944733887232,0.006437919827758812
JNECare,"@bocilsungjin @TokopediaCare @JNE_ID @tokopedia Hai kak, mhn maaf bisa dituliskan nomor resinya via DM agar admin cek lebih detail ya. Thanks ^Syatiar",hai kakak _m_o_h_o_n_ _m_a_a_f_ bisa dituliskan nomor _n_o_m_o_r_ _r_e_s_i_ _v_i_a_ _d_m_ agar admin cek lebih detail ya _t_e_r_i_m_a_ _k_a_s_i_h_ syatiar,1,Protokol Standar Customer Service,0.8414312761342325,0.008778472206554212,0.8414312761342325,0.00885656656179135,0.008786997907874608,0.008794086638883546,0.12335260055066374
JNECare,"@vprdit @tokopedia @TokopediaCare Hai kak, mohon maaf atas ketidaknyamanannya. Dapat diinfokan nomor resinya via DM, agar kami bantu cek data kiriman paketnya. Thanks ^Lala",hai kakak _m_o_h_o_n_ _m_a_a_f_ _a_t_a_s_ _k_e_t_i_d_a_k_n_y_a_m_a_n_a_n_n_y_a_ dapat diinfokan nomor _n_o_m_o_r_ _r_e_s_i_ _v_i_a_ _d_m_ agar _k_a_m_i_ _b_a_n_t_u_ _c_e_k_ data kiriman paketnya _t_e_r_i_m_a_ _k_a_s_i_h_ lala,1,Protokol Standar Customer Service,0.906947073134674,0.00798313050882089,0.906947073134674,0.06122358978371095,0.007937713306304165,0.007951400859865686,0.00795709240662419
helooo0123,"DUIT 33 JUTA DITAHAN TOKOPEDIA MASUK SEBULAN!!!

@tokopedia @tokopediacare cc @ecommurz

KRONOLOGI 29/12/24;
&gt; gw beli macbook 14"" yg dikirim 16""
&gt; meskipun spek lebih bagus &amp; harga lebih tinggi, gw minta retur. ga cocok
&gt; kondisi segel udah dibuka. salah gue tapi gw kasih tau https://t.co/IPxkSuKbF6",duit 33 juta ditahan tokopedia masuk sebulan cc kronologi 29 12 24 begitu saya beli macbook 14 yang dikirim 16 begitu meskipun spek lebih bagus amp harga lebih tinggi saya minta retur tidak_cocok begitu kondisi segel sudah dibuka salah saya tapi saya kasih tahu,3,Durasi Pengiriman Barang,0.6329525749523276,0.05917254427964991,0.007960299113732848,0.007948351142657822,0.6329525749523276,0.28401685906580953,0.007949371445822256
bjs________,Buset ngirim zamzam 3 liter gw kira mahal karena jauh tapi ternyata dikirim dari jaksel-jakbarnya pake gosend car 🙂‍↔️ 3 kilo doang buset beratnya kenapa jadi dikirim pakai gosend car? @TokopediaCare @gojekindonesia,buset mengirim zamzam 3 liter saya kira mahal karena jauh tapi ternyata dikirim dari jaksel jakbarnya pakai gosend car 3 kilo saja buset beratnya kenapa jadi dikirim pakai gosend car,3,Durasi Pengiriman Barang,0.5856405680409608,0.012831192497082734,0.012820518848933742,0.012821867501071543,0.5856405680409608,0.3630636560431627,0.01282219706878837
user736854,@TokopediaCare @tokopedia ini gimana ya? mau bayar metod pake saldo tokped ga muncul muncul. udah pakai device lain tetep aja ga muncul. tolong solusinya. https://t.co/x8RyOJBmHC,ini bagaimana ya mau bayar metod pakai saldo tokopedia tidak_muncul muncul sudah pakai device lain tetap saja tidak_muncul tolong solusinya,3,Durasi Pengiriman Barang,0.6649360795568975,0.011924779138557324,0.011961558914212234,0.012002549484131004,0.6649360795568975,0.2872124414342315,0.011962591471970476
npc3991,"@baksodansate @tokopedia @TokopediaCare ya ampun, kenapa jadi kyak gitu ya. 
Barusan udah coba, emang bener kata kk.
Tapi, karena presentasi draft harus 100% baru ke upload, sampe keposting sampe 2-3 produk yg sama. Ya ampun.. ribet jadi nya klo mau masukin variasi barang.",ya ampun kenapa jadi kyak begitu ya barusan sudah coba memang bener kata kakak tapi karena presentasi draft harus 100 baru ke upload sampai keposting sampai 2 3 produk yang sama ya ampun rumit jadi nya kalau mau masukkan variasi barang,3,Durasi Pengiriman Barang,0.7557734580768377,0.006188770855528444,0.006219047195459054,0.1436414615673825,0.7557734580768377,0.08195133878856255,0.0062259235162296514
JNECare,"@JayaSoyie @tokopedia @TokopediaCare Baik kak, admin bantu cek DM nya ya. Thanks ^Ari",baik kakak admin bantu cek dm nya ya _t_e_r_i_m_a_ _k_a_s_i_h_ ari,2,Pengecekan via Direct Message,0.4968694923910283,0.015151526115458083,0.3192392195913377,0.4968694923910283,0.015180602426757818,0.015174218708500664,0.13838494076691743
JNECare,"@JayaSoyie @tokopedia @TokopediaCare Hai kak. Mohon maaf kak, boleh diinfokan nomor resinya via DM untuk admin cek lebih lanjut ya kak. Trims ^Lee",hai kakak _m_o_h_o_n_ _m_a_a_f_ kakak boleh diinfokan nomor _n_o_m_o_r_ _r_e_s_i_ _v_i_a_ _d_m_ untuk admin cek lebih lanjut ya kakak _t_e_r_i_m_a_ _k_a_s_i_h_ lee,1,Protokol Standar Customer Service,0.8986397141459382,0.007580738702826358,0.8986397141459382,0.007622142421322746,0.007581070530215047,0.00759132681235382,0.07098500738734385
baksodansate,"@npc3991 @tokopedia @TokopediaCare Aku udah bisa ni kak, jd emang aplikasinya jelek aja kalo menurutku, pertama upload semua diisi seadanya aja, nanti pas masuk di draf edit lg yg bener, nanti baru bisa",aku sudah bisa ni kakak jadi memang aplikasinya jelek saja kalau menurutku pertama upload semua diisi seadanya saja nanti pas masuk di draf edit lagi yang bener nanti baru bisa,3,Durasi Pengiriman Barang,0.8502714325076197,0.009310043126280011,0.009347865647784568,0.009366356193697406,0.8502714325076197,0.009291363969422312,0.11241293855519591
npc3991,"@baksodansate @tokopedia ini udah lama kak? 
Aku ngalamin juga.. nggk bisa upload produk. Bingung ini gimana? @TokopediaCare",ini sudah lama kakak aku mengalami juga tidak_bisa upload produk bingung ini bagaimana,3,Durasi Pengiriman Barang,0.804506522473811,0.015214843718889627,0.015380255270150557,0.015350995052871378,0.804506522473811,0.015429618593888514,0.13411776489038874
mandiricare,"@sayasukanyemil @tokopedia @TokopediaCare @sayasukanyemil Hai Sahabat @imsoftyboy, mohon maaf atas ketidaknyamanannya. Perihal kendala yang dialami agar dapat dilakukan pengecekan mohon kesediaannya dapat mengirimkan pesan melalui DM ya. 
 
Sahabat @imsoftyboy, mohon dapat menjaga kerahasiaan data perbankannya. Untuk",hai sahabat _m_o_h_o_n_ _m_a_a_f_ _a_t_a_s_ _k_e_t_i_d_a_k_n_y_a_m_a_n_a_n_n_y_a_ perihal kendala yang dialami agar dapat dilakukan pengecekan mohon kesediaannya dapat mengirimkan pesan _m_e_l_a_l_u_i_ _d_m_ ya sahabat mohon dapat menjaga kerahasiaan data perbankannya untuk,1,Protokol Standar Customer Service,0.783345621033692,0.19082829987121136,0.783345621033692,0.00645509486662917,0.0064164261161804145,0.006414229226148936,0.006540328886138172
JNECare,"@diwowirawan @TokopediaCare Hi kak Diwo, mohon maaf atas ketidaknyamanannya. Bisa diinfokan nomor resinya via DM agar kami cek ya kak. Thanks ^Fia",hi kakak diwo _m_o_h_o_n_ _m_a_a_f_ _a_t_a_s_ _k_e_t_i_d_a_k_n_y_a_m_a_n_a_n_n_y_a_ bisa diinfokan nomor _n_o_m_o_r_ _r_e_s_i_ _v_i_a_ _d_m_ agar kami cek ya kakak _t_e_r_i_m_a_ _k_a_s_i_h_ fia,1,Protokol Standar Customer Service,0.9601400526662565,0.007944884477656945,0.9601400526662565,0.007992519745355423,0.00794812769695681,0.007952612489506641,0.008021802924267959
JNECare,"@mifb_sky @TokopediaCare @JNE_ID Hi kak, mohon maaf atas ketidaknyamanannya. Informasi mengenai paketnya sudah kami sampaikan via DM ya. Thanks ^Fia",hi kakak _m_o_h_o_n_ _m_a_a_f_ _a_t_a_s_ _k_e_t_i_d_a_k_n_y_a_m_a_n_a_n_n_y_a_ informasi mengenai paketnya sudah kami sampaikan _v_i_a_ _d_m_ ya _t_e_r_i_m_a_ _k_a_s_i_h_ fia,1,Protokol Standar Customer Service,0.9536222227005612,0.009262255188988473,0.9536222227005612,0.009272696201321174,0.009267521800883624,0.009272534841030515,0.009302769267214881
HartlanXIII,"@TokopediaCare saya ingin klaim barang hilang, diberi waktu 2x24jam untuk verifikasi data dan disuruh upload foto KTP, tapi saya ga nemu dimana saya harus uploadnya. https://t.co/L9KG4uwRZu",saya ingin klaim _b_a_r_a_n_g_ _h_i_l_a_n_g_ diberi waktu 2x24jam untuk verifikasi data dan disuruh upload foto ktp tapi saya tidak_menemukan dimana saya harus uploadnya,4,Keluhan Status Pelacakan,0.6492085385567871,0.2899515690602003,0.015201586514961528,0.015183200988480066,0.015281398032830101,0.6492085385567871,0.015173706846740966
JNECare,"@JayaSoyie @TokopediaCare Hai kak Soyie. Mohon maaf sebelumnya, untuk info detail paketnya akan disampaikan via DM ya :) Thanks ^Mika",hai kakak soyie _m_o_h_o_n_ _m_a_a_f_ sebelumnya untuk info detail paketnya akan disampaikan _v_i_a_ _d_m_ ya _t_e_r_i_m_a_ _k_a_s_i_h_ mika,1,Protokol Standar Customer Service,0.8812663402136917,0.009820462064391931,0.8812663402136917,0.009881837716867603,0.00980845321143136,0.009814739586994636,0.07940816720662282
JNECare,"@aseps485 @JNE_ID @tokopedia @TokopediaCare Hai kak Asep, mohon maaf atas ketidaknyamanannya. Perihal paketnya sudah disampaikan via DM ya :) Thanks ^Deka",hai kakak asep _m_o_h_o_n_ _m_a_a_f_ _a_t_a_s_ _k_e_t_i_d_a_k_n_y_a_m_a_n_a_n_n_y_a_ perihal paketnya sudah disampaikan _v_i_a_ _d_m_ ya _t_e_r_i_m_a_ _k_a_s_i_h_ deka,1,Protokol Standar Customer Service,0.9478294008604825,0.010422640550233814,0.9478294008604825,0.010440938157575621,0.01042723667831598,0.010433669744312852,0.010446114009079238
sastrangomik,Wkwkw dicuekin  sama @TokopediaCare. Keknya tanda2 mau bangkrut itu benar adanya 🤣,wkwkw dicuekin sama keknya tanda2 mau bangkrut itu benar adanya,3,Durasi Pengiriman Barang,0.7914170843899865,0.04169735516823937,0.04166667470269284,0.0416666921842261,0.7914170843899865,0.04188551813444766,0.04166667542040752
